id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
163;DIFTI ELENI;;"[""Rehabilitation""]";AINOU 19 ALEXANDROUPOLI 681 00 GREECE;;;;40,8469519;25,8741075
164;BOULEMNAKHER FARIDA;33476486419;"[""Rehabilitation"",""Physio Aesthetic""]";1 RUE ALFRED DE MUSSET;;;;45,1644425;5,7280835
165;DE CANDIDO DELPHINE;33561781451;"[""Rehabilitation""]";2 RUE GEORGE SAND,31700, BLAGNAC ,FRANCE;;;;43,6512758;1,3737846
166;PSALTOPOULOS SPYROS;;"[""Rehabilitation""]";EPIRUS 39 DRAMA 661 00 GREECE;;;;41,1459792;24,1482709
167;PUJO MARC;33143055152;"[""Rehabilitation""]";22 CLOS DES CASCADES,93160,NOISY-LE-GRAND,FRANCE;;;;48,8419558;2,5476995
168;KANDYLAKIS MANOLIS;;"[""Rehabilitation""]";PEFKA GREECE;;;;40,6605704;22,9871738
169;FREDERIC DELACOUR;;"[""Rehabilitation""]";111 AV DU GENERAL DE GAULLE;;;;48,7842128;2,5379553
170;SEKEROGLOU NIKOLAOS;;"[""Rehabilitation""]";IERISSOS 630 75 GREECE;;;;40,3975466;23,8766837
171;MOLAGIANNIOS NEXT;;"[""Rehabilitation""]";VARONOS HIRS 24 THESSALONIKI 546 42 GREECE;;;;40,6125295;22,959483
172;ESTEBAN;33561910024;"[""Rehabilitation""]";11 PLACE DES MARCHANDS,31370,RIEUMES ,FRANCE;;;;43,4127408;1,1208105
173;COTE KINE - MR BIASON;33561253277;"[""Rehabilitation""]";11 AVENUE DE LA GARONETTE,31000,TOULOUSE ,FRANCE;;;;43,5953581;1,4411006
174;DASKALOPOULOS NIKOLAOS;;"[""Rehabilitation""]";KAPETAN AKRITA 10 EDESSA 582 00 GREECE;;;;40,7991115;22,0474914
175;ALTHERR CEDRIC;33679438779;"[""Rehabilitation""]";175 BOULEVARD MALESHERBES, PARIS, FRANCE;;;;48,8863293;2,3052493
176;PHYSIOHEALTH - PAPANIKOLAOU CHRYSOSTOMOS;;"[""Rehabilitation""]";PTOLEMAION 8 PYLEA 555 35 GREECE;;;;40,5987598;22,9811294
177;ARNOUL LOÏC;33556578671;"[""Rehabilitation""]";53 AVENUE MARYSE BASTIE,33520,BRUGES,FRANCE;;;;44,8881317;-0,6163322
178;KYRIAKIDIS ALEXANDROS;;"[""Rehabilitation""]";PROMETHEUS 10 POLICHNI 564 29 GREECE;;;;40,667885;22,96328
179;HUG DANIEL;33141813727;"[""Rehabilitation""]";7 VILLA MONTGOLFIER,94410,SAINT-MAURICE ,FRANCE;;;;48,8146775;2,4589271
180;HATZOGLOU NIKOLAOS;;"[""Rehabilitation""]";IUSTINIANOU 24 THESSALONIKI 546 31 GREECE;;;;40,6357506;22,946232
181;ROBERTSON JOHN;33652340023;"[""Rehabilitation""]";34 BOULEVARD DE METZ,59000,LILLE ,FRANCE;;;;50,6189361;3,0411639
182;PORAVOU MAGDALINI;;"[""Rehabilitation""]";CHILIS 61 KALAMARIA 551 32 GREECE;;;;40,5788734;22,9434337
183;PAPADIMITRIOU NIKOLAOS;;"[""Rehabilitation""]";KAFTATZOGLIO STADIUM THESSALONIKI 546 36 GREECE;;;;40,6255005;22,9669699
184;WILMOTTE GAËTAN;33450591183;"[""Rehabilitation""]";1396 GRAND'ROUTE,01630,SAINT-JEAN-DE-GONVILLE ,FRANCE;;;;46,2068726;5,9611282
185;HODY CLAIRE ET  THIERRY HERVE;33559594140;"[""Rehabilitation""]";5 AVENUE MARECHAL FOCH,61400,BAYONNE ,FRANCE;;;;43,493292;-1,481592
186;DURANTY LAURENT - MASSEUR-KINESITHERAPEUTE;33557353545;"[""Rehabilitation"",""Uro & Pelvic Floor""]";21 COURS GAMBETTA, 33400 TALENCE, FRANCE;;;;44,8205671;-0,5835527
187;DELIGIANNIS KONSTANTINOS;;"[""Rehabilitation""]";TENEDOU 2 PERISTERI 121 33 GREECE;;;;38,0135206;23,707217
188;FRITZ THOMAS, MOERCKEL ERIC, TUGDUAL JEGOU, STEPHANE ROBIN, CELINE NIVERT;33388846745;"[""Rehabilitation""]";200 AVENUE DE COLMAR;;;;48,5577405;7,7477001
189;LENFANT GUILLAUME;33142778581;"[""Rehabilitation""]";113 BD VOLTAIRE ,75011,PARIS ,FRANCE;;;;48,85766602;2,380366087
190;PRUVOST DIMITRI;33321801388;"[""Rehabilitation""]";24 AVENUE DE LATTRE DE TASSIGNY, 62200;;;;50,726926;1,6173692
191;LACORRE JERÔME;33493134089;"[""Rehabilitation""]";61 BOULEVARD PASTEUR,06000,NICE ,FRANCE;;;;43,7179675;7,2815983
192;POLE SPORT SANTE - SPAUTZ JULIEN ET MULE LUDOVIC;33630897370;"[""Rehabilitation""]";26 AVENUE SALVADOR ALLENDE,60000,BEAUVAIS ,FRANCE;;;;49,4414187;2,1041762
193;BECQUET - ZOUARH;33173747439;"[""Rehabilitation""]";27 RUE DE L'ARCADE,75008,PARIS ,FRANCE;;;;48,8727722;2,3238455
194;DOTT.SSA LUISA CASTIGLIA;;"[""Rehabilitation""]";VIA BOLOGNA, 7, CATANIA, 95128 PROVINCE OF CATANIA, ITALY;;;;37,5166331;15,0938868
195;FOISSY LAURENCE;33557526046;"[""Rehabilitation""]";62 AVENUE CHARLES DE GAULLE, 33260 LA TESTE-DE-BUCH, FRANCE;;;;44,6348965;-1,135106
196;HT CLINIC;;"[""Rehabilitation""]";VIA FUCÀ, 5, 97100 RAGUSA, PROVINCE OF RAGUSA, ITALY;;;;36,91619;14,72466
197;DE BOISHEBERT ANNE;33160804418;"[""Rehabilitation""]";19 BOULEVARD DE LA GARE,91580,ETRECHY ,FRANCE;;;;48,4914517;2,1917638
198;GRELLIER VINCENT;33494190917;"[""Rehabilitation""]";BOULEVARD RAYMOND POINCARE,83700,SAINT-RAPHAËL ,FRANCE;;;;43,4171181;6,7760339
199;DOTT. SILVIO GAUDIO;;"[""Rehabilitation""]";VIA ROMA, 673, GAGLIANO CASTELFERRATO, 94010 PROVINCE OF ENNA, ITALY;;;;37,7161032;14,5345409
200;DOTT. ANDREA CALIMERI;;"[""Rehabilitation""]";VIA UGO BASSI 128;;;;38,1802711;15,5418455
201;MAZGAI KEVIN;33549427187;"[""Rehabilitation""]";1 IMPASSE CHANTEMERLE,86000,POITIERS ,FRANCE;;;;46,5595277;0,3697368
202;DOTT. MARCO RAFFAGNINI;39471975318;"[""Rehabilitation""]";VIA RAFFAELLO SERNESI, 10, BOLZANO, 39100 BZ, ITALY;;;;46,4983861;11,3511949
203;CHATEL MATHIEU;33232212275;"[""Rehabilitation""]";1 RUE DU VAL D'ACONVILLE, VERNON, FRANCE;;;;49,0740755;1,5109669
204;PRINDER MICHEL;33491887163;"[""Rehabilitation""]";58 AVENUE DES CAILLOLS, MARSEILLE, FRANCE;;;;43,3018023;5,4288506
205;MOUTON LAURENT;33954719664;"[""Rehabilitation""]";7 RUE NICOLAS POUSSIN, SAINT-JULIEN-L'ARS, FRANCE;;;;46,5592679;0,515044
206;VORREUX DUJARDIN VERONIQUE;33556226107;"[""Rehabilitation""]";100 A AVENUE FRANÇOIS MITTERRAND, LE TEICH, FRANCE;;;;44,6235353;-1,0256845
207;SCM KINE PRADO LOUVAIN - M. MENAHEM;33491711417;"[""Rehabilitation""]";27 BOULEVARD DE LOUVAIN, MARSEILLE, FRANCE;;;;43,2764832;5,3927727
208;BEAREZ FABRICE;33320795755;"[""Rehabilitation""]";216 RUE JULES GUESDE, LOUVIL, FRANCE;;;;50,5555855;3,1917
209;FEDERACIÓN ARGENTINA DE VELA;;"[""Sport""]";VENEZUELA, BUENOS AIRES, ARGENTINA;;;;-34,6182846;-58,4285484
210;FEDERACIÓN ESPAÑOLA DE TRIATLÓN;34915599305;"[""Sport""]";CALLE FERRAZ, 16, MADRID, SPAIN;;;;40,4245526;-3,7154909
211;CLUB ATLETICO BOCA JUNIOR;;"[""Sport""]";DOCTOR DEL VALLE IBERLUCEA, BUENOS AIRES, ARGENTINA;;;;-34,6366432;-58,3634438
212;JACOMELLI MATTHIAS;33383627005;"[""Rehabilitation""]";227 RUE THOUVENOT - ECROUVES, FRANCE;;;;48,6807476;5,8652484
213;CLUB DEPORTIVO LEGANES;;"[""Sport""]";CALLE ARQUITECTURA, LEGANES, SPAIN;;;;40,3395999;-3,7627152
214;LEVANTE CLUB DEPORTIVO;;"[""Sport""]";CALLE SAN VICENTE DE PAUL, 44, VALENCIA, SPAIN;;;;39,4948976;-0,3650553
215;HABERKORN RABANE;33388940576;"[""Rehabilitation"",""Physio Aesthetic""]";10 FOSSE DES TILLEULS;;;;49,0361874;7,9399336
216;INFISIO - SERGIO VILAR BALLESTER;34696801085;"[""Rehabilitation""]";CALLE AFRODITA, 4, 30302 CARTAGENA, SPAIN - SUBIDA BARRIO PERAL;;;;37,6180184;-0,9894651
217;LEBRIEZ NICOLAS;33240036491;"[""Rehabilitation""]";10 ALLEE DE LA MALADRIE, VERTOU, FRANCE;;;;47,1832409;-1,4874771
218;CENTRO FISIOKINESITERAPICO DI MILVA FICOLA;;"[""Rehabilitation""]";VIA CANDIO E OVIDIO CORCIONI, 5-7, DERUTA, PROVINCE OF PERUGIA, ITALY;;;;42,9816863;12,4146926
219;DULUDE MARC;33781847203;"[""Rehabilitation""]";37 AVENUE THIBAUD DE CHAMPAGNE, CHESSY;;;;48,8786076;2,7654706
220;PECQUEUR LAURENT;33661966182;"[""Rehabilitation""]";18 RUE DU COMMERCE, ;CASTRES;;FRANCE;43,6024054;2,2600625
221;CAZOULAT NICOLAS;33687121384;"[""Rehabilitation""]";PLACE GAUGUIN 77190;;;;48,5170878;2,6437555
222;CLINICA KINETO FOR LIFE;40758961884;"[""Rehabilitation""]";STRADA TURNU ROSU 24, CLUJ-NAPOCA, CLUJ COUNTY, ROMANIA;;;;46,78077;23,6459343
223;LALOY RODOLPHE;33235020072;"[""Rehabilitation""]";3 RUE CHARLES CACHELEUX,27340,PONT-DE-L'ARCHE ,FRANCE;;;;49,3022753;1,1554995
224;BEN REHOUMA;33164390101;"[""Rehabilitation""]";223 RUE CHARLES DE GAULLE,77190,DAMMARIE-LES-LYS, MELUN ,FRANCE;;;;48,5149559;2,631757
225;CENTRUL MEDICAL CLINIC INVEST;40252313191;"[""Rehabilitation""]";BULEVARDUL TUDOR VLADIMIRESCU 133, DROBETA-TURNU SEVERIN, MEHEDINTI COUNTY, ROMANIA;;;;44,632839;22,659163
226;SANSELME SABRINA;33495360694;"[""Rehabilitation""]";1060 AVENUE DE BORGO, BORGO, FRANCE;;;;42,5587665;9,4418267
227;BLONDEL LOUIS;33567207030;"[""Rehabilitation""]";MAISON DE SANTE, 2 BIS CHEMIN DE RONDE, MARCIAC, FRANCE;;;;43,5211278;0,1595963
228;FEDERATIA ROMANA DE JUDO;40213178030;"[""Rehabilitation""]";STRADA VASILE CONTA 16, BUCHAREST 030167, ROUMANIE;;;;44,440226;26,101328
229;PARIS SOPHIE;33556528582;"[""Rehabilitation""]";30 COURS XAVIER ARNOZAN, BORDEAUX, FRANCE;;;;44,8485692;-0,5750531
230;MARMONIER JEAN YVES;33475828610;"[""Rehabilitation""]";109 AVENUE VICTOR HUGO, 26000 VALENCE, FRANCE;;;;44,9259329;4,8890266
231;BOSSE ROMAIN;33241436339;"[""Rehabilitation""]";73 BOULEVARD SAINT-MICHEL, ANGERS, FRANCE;;;;47,4735472;-0,5427104
232;MEDICA NORD EST;;"[""Rehabilitation""]";VIALE DELLA REPUBBLICA, 23, MONSELICE, 35043 PROVINCE OF PADUA, ITALY;;;;45,2466809;11,7528673
233;FISIO & SPORT CITTADELLA;;"[""Rehabilitation""]";VIA POSTUMIA DI LEVANTE, 37, POSTUMIA LEVANTE, 35013 PROVINCE OF PADUA, ITALY;;;;45,6676665;11,7895401
234;PENADES TERAPIA;34669239717;"[""Rehabilitation""]";CARRER DE LEPANT, 317, 08025 BARCELONA, SPAIN;;;;41,4067355;2,173311
235;PUJOL PIERRE;33561048795;"[""Rehabilitation""]";45 ALLEE PIERRE SEMARD, SAINT-GIRONS, FRANCE;;;;42,9895748;1,1377036
236;FISIO TXELL;34646529434;"[""Rehabilitation""]";CARRER DE SANT JOAQUIM, 12, 08911 BADALONA, SPAIN;;;;41,4470499;2,2500491
237;LA CHÂTAIGNERAIE, CENTRE DE REEDUCATION ET DE READAPTATION FONCTIONNELLES;33134466565;"[""Rehabilitation""]";1 RUE BERNARD ASTRUC, MENUCOURT, FRANCE;;;;49,0299073;1,9780989
238;TERAPIC CENTRE;34664235651;"[""Rehabilitation""]";CARRER NOU, 59, 07360 LLOSETA, SPAIN;;;;39,7204452;2,869335
239;CENFI SALUD ;34 655 11 66 94;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";CARRER DEL MOLÍ D'EN PEROT, 6; PALMA ;7010;SPAIN;39,5840894;2,6476482
240;CENTRE CENIT;34972242805;"[""Rehabilitation""]";CARRER CAN PAU BIROL, 35, GIRONA, SPAIN;;;;41,9636116;2,802539
241;CENTRE MEDICAL DE BAIE SIDE;33690964285;"[""Uro & Pelvic Floor""]";LE MOULE, GRANDE-TERRE, GUADELOUPE;;;;16,3145833;-61,38519
242;SAGE FEMME : MONE MAREVA;;"[""Uro & Pelvic Floor""]";SAINTE-ANNE, GRANDE-TERRE, GUADELOUPE;;;;16,2354729;-61,3910248
243;LEROY CHRISTOPHE;33164851264;"[""Rehabilitation""]";21 RUE DE MELUN, MILLY-LA-FORÊT, FRANCE;;;;48,4039512;2,46533
244;SEVIN PASCAL;33386512418;"[""Rehabilitation""]";12 VOIE ROMAINE, AUXERRE, FRANCE;;;;47,7843155;3,575279
245;PREISS STEPHANIE;33679052661;"[""Uro & Pelvic Floor""]";RUE BEL AIR, VITROLLES, FRANCE;;;;43,425753;5,269628
246;CENTRE BORELY-PARADIS - M.BAGNOLI NICOLAS;33491779545;"[""Rehabilitation""]";439 RUE PARADIS, MARSEILLE, FRANCE;;;;43,2731909;5,3858829
247;BELLAMY SIMON;33650934136;"[""Rehabilitation""]";8 RUE PIERRE LESCOT, CRETEIL, FRANCE;;;;48,7770584;2,4645113
248;FISIOQUIROS IBIZA;34971303556;"[""Rehabilitation""]";CLÍNICAS FISIOQUIROS IBIZA, AVINGUDA DE ESPAÑA, 93, IBIZA, SPAIN;;;;38,906656;1,421831
249;MME GAILLARD PERRINE;;"[""Rehabilitation""]";334 ROUTE DU CREUX, REPLONGES, FRANCE;;;;46,3049588;4,871366
250;SCM CRTS;;"[""Rehabilitation""]";25 RUE MOREL LADEUIL, CLERMONT-FERRAND, FRANCE;;;;45,7751998;3,0754012
251;PAPANIKOLAOU CHRYSOSTOMOS;;"[""Rehabilitation""]";ALEXANDRIAS 84, THESSALONIKI, 546 46, GREECE;;;;40,5993649;22,9562878
252;CHATZOPOULOU ELENI;;"[""Rehabilitation""]";GEOR. PAPANDREOU 6, SERRES, 621 22, GREECE;;;;41,0896023;23,5511243
253;FISIOTERAPIA ADHARA, S.L.U.;;"[""Rehabilitation""]";CARR. AL MONTE LAS MERCEDES, 29, 38293 SAN CRISTÓBAL DE LA LAGUNA, SPAIN;;;;28,5141496;-16,3048773
254;CESPITES MICHELE;39963547001;"[""Rehabilitation""]";VIALE GIACOMO MATTEOTTI, 70, VIBO VALENTIA, 89900 PROVINCE OF VIBO VALENTIA, ITALY;;;;38,6779471;16,1025977
255;SCP MILLE FOURNIER;33561594844;"[""Rehabilitation""]";25 RUE JOSEPH VIE, TOULOUSE, FRANCE;;;;43,5977279;1,4321352
256;COACHING STUDIO - RICOTTA CHRISTINE;33145064594;"[""Uro & Pelvic Floor""]";9 RUE ETIENNE DOLET, SURESNES, FRANCE;;;;48,8687087;2,2261531
257;ANDREI ANDREA;33613501677;"[""Rehabilitation""]";34 BOULEVARD DE VESONE, PERIGUEUX, FRANCE;;;;45,1813031;0,7177748
258;HECTOR CONESA MEDINA - ALICANTE GOLF - CASA CLUB;34965939383;"[""Rehabilitation""]";AVENIDA LOCUTOR VICENTE HIPÓLITO, 37, 03540 PLAYA DE SAN JUAN, ALICANTE, SPAIN;;;;38,3759954;-0,4216856
259;M. DOURS;33616995247;"[""Rehabilitation""]";47 ALLEE DE LA MESANGE, BOURG-LÈS-VALENCE, FRANCE;;;;44,9576903;4,9071251
260;MASTER 90 SAS;39961753723;"[""Rehabilitation""]";VIALE DEI NORMANNI, 139, CATANZARO, 88100 PROVINCE OF CATANZARO, ITALY;;;;38,9029932;16,598624
261;CLINICA B12 SPORT CLINIC;34692026752;"[""Rehabilitation""]";CALLE PRIMAVERA, 26, 28300 ARANJUEZ, MADRID, SPAIN;;;;40,0367459;-3,6000476
262;CLÍNICA FISIOTERAPIA AQUILES;34949212703;"[""Rehabilitation""]";CALLE ALVARGOMEZ DE CIUDAD-REAL, 1, 19002 GUADALAJARA, SPAIN;;;;40,6280675;-3,1638098
263;CLÍNICA FISIOLIVE HEALTH & BEAUTY;34637101032;"[""Rehabilitation""]";CALLE DE SAN VICENTE, 20, 28701 SAN SEBASTIÁN DE LOS REYES, MADRID, SPAIN;;;;40,5491244;-3,627737
264;CARENS DIRK;;"[""Rehabilitation""]";FRUITHOFLAAN 16B, BERCHEM, ANTWERP, BELGIUM;;;;51,1808312;4,4343853
265;DURSUN CEPEL;33329348676;"[""Rehabilitation""]";12 AVENUE GEORGES MARCHAL, PORTIEUX, FRANCE;;;;48,3435649;6,3361627
266;FIZIOSPORT, TEJA KONCINA S.P.;;"[""Rehabilitation""]";24 ŠLANDROV TRG, ŽALEC 3310, SLOVENIA;;;;46,2515069;15,1670659
267;SCM KINELOR;33556061518;"[""Rehabilitation""]";75 RUE EDOUARD HERRIOT, LORMONT, FRANCE;;;;44,8681942;-0,5184354
268;ABAD CLAIRE ET NEVERS GAËTAN;33477601118;"[""Rehabilitation""]";21 RUE JEAN JAURÈS, CHARLIEU, FRANCE;;;;46,161642;4,174591
269;TERME KRKA;;"[""Rehabilitation""]";TALASO STRUNJAN, 148 STRUNJAN, PIRAN, SLOVENIA;;;;45,5333436;13,6025967
270;RIPOLL ADRIEN;33624424867;"[""Rehabilitation""]";MAISON MEDICALE ROUTE DU CAILLY, FONTAINE-LE-BOURG, FRANCE;;;;49,5660972;1,1680772
271;ROUSSELIN GUILLAUME ET RATAT ALAIN;33466213581;"[""Rehabilitation""]";300 AVENUE SAINT-ANDRE DE CODOLS, NIMES, FRANCE;;;;43,8169048;4,3551622
272;CENTRE CHEKILI DE PHYSIOTHERAPIE;21671845099;"[""Rehabilitation""]";21 AVENUE DES ETATS UNIS, TUNIS, TUNISIA;;;;36,816518;10,1763942
273;KINE KEULENEER;;"[""Rehabilitation""]";FRANS VERBEEKSTRAAT 154A, OVERIJSE, BELGIUM;;;;50,7700856;4,5048337
274;FRANÇOIS PATRICK;;"[""Rehabilitation""]";ASTERSTRAAT 19 VILVOORDE;;;;50,93152;4,44656
275;REEDUCA SPORT/ MR BAICHERE FABRICE ET GOESSENS AURELIE;33467642339;"[""Rehabilitation""]";565 AVENUE DE LA POMPIGNANE, MONTPELLIER, FRANCE;;;;43,611074;3,8983952
276;PHYSIOSPORT TROILLET JACQUES;41277227276;"[""Rehabilitation""]";AVENUE DU GRAND-SAINT-BERNARD 35, 1920 MARTIGNY, SUISSE;;;;46,1049798;7,0755334
277;FISIOLASER DI MARIA TRIPODORO;9815852086;"[""Rehabilitation""]";VIA GALILEO GALILEI, 15, 87076 TREBISACCE CS;;;;39,8458317;16,4546359
278;FKT CIRCOLO 2 PONTI;;"[""Rehabilitation""]";VIA DEI DUE PONTI, 48/A, ROME, METROPOLITAN CITY OF ROME, ITALY;;;;41,9588916;12,4804369
279;MORTZ DAVID;33388703127;"[""Rehabilitation""]";1 CÔTE DE SAVERNE, 67700 SAVERNE;;;;48,741963;7,361647
280;STADLER FANNY;33388978188;"[""Rehabilitation""]";19 RUE DE LA GLACIÈRE, SCHILTIGHEIM, FRANCE;;;;48,6051217;7,7580707
281;ROMIO AXEL;33668648899;"[""Rehabilitation""]";50 COURS DU GENERAL DE GAULLE, 33170 GRADIGNAN, FRANCE;;;;44,78257;-0,605755
282;PIERRAT FLORENCE;33682673206;"[""Rehabilitation""]";40208 HAUT-MAUCO, FRANCE;;;;43,825243;-0,553888
283;MONTIEL JEAN PHILIPPE;33491358551;"[""Rehabilitation""]";325 BOULEVARD VOLTAIRE, LA PENNE-SUR-HUVEAUNE, FRANCE;;;;43,283046;5,5293465
284;RAPHAEL VINCENT;33665699760;"[""Rehabilitation""]";2 RUE FUSILLES, BILLY-MONTIGNY, FRANCE;;;;50,4155619;2,9125956
285;GBAGUIDI JEAN FRANÇOIS;33247540996;"[""Rehabilitation""]";187 AVENUE ANDRE MAGINOT, TOURS, FRANCE;;;;47,4219226;0,6963705
286;SANSON BORIS;33651880109;"[""Rehabilitation""]";31 RUE DE CHAZELLES, PARIS, FRANCE;;;;48,8804888;2,3052903
287;MEDITERRANEO FISIOTERAPIA;34968310208;"[""Rehabilitation"", ""Uro & Pelvic Floor""]";AVENIDA NUEVA CARTAGENA, 42, CARTAGENA, SPAIN;;;;37,6221186;-1,0045779
288;SUMMUM SALUT;;"[""Rehabilitation""]";CARRER DE NARCÍS MONTURIOL, 64, EL PRAT DE LLOBREGAT, SPAIN;;;;41,324214;2,0929913
289;ESPAI DE FISIOTERAPIA I BENESTAR GEMMA ARIAS;;"[""Rehabilitation""]";CARRER DEL PRIORAT, L'HOSPITALET DE LLOBREGAT, SPAIN;;;;41,3244368;2,0900754
290;FISIOTERAPIA Y OSTEOPATIA SANCHEZ LOPEZ;34675017400;"[""Rehabilitation""]";CALLE CRISTO DEL AMOR, BOLLULLOS DE LA MITACIÓN, SPAIN;;;;37,3400133;-6,139895
291;FERNANDO DELGADO;34639249790;"[""Rehabilitation""]";FISIOGRANOLLERS.COM, CARRER AGUSTÍ VINYAMATA, GRANOLLERS, SPAIN;;;;41,608437;2,289559
292;CLINICA MEDY SPORT LINE;40212100665;"[""Rehabilitation""]";STRADA BRÂNDU?ELOR 66, BUCHAREST, ROMANIA;;;;44,4184704;26,1252468
293;CENTRUL MEDICAL DR CRACIUN MARIN;40740047012;"[""Rehabilitation""]";BULEVARDUL SIDERURGISTILOR 19, GALA?I, ROMANIA;;;;45,4335559;28,0251186
295;HOT SPRINGS - MEDICAL & SPA HOTEL 4*+;3,60E+11;"[""Rehabilitation""]";"ULITSA ""ZLATEN ROG"" 22, SOFIA, BULGARIA";;;;42,6709952;23,3202812
296;FT MARCEL FADAGAR;40722723733;"[""Rehabilitation""]";BUCHAREST, ROMANIA;;;;44,4267674;26,1025384
297;CENTRUL MEDICAL POLIMED;4075120906;"[""Rehabilitation""]";CALEA VACARESTI 280, BUCHAREST, ROMANIA;;;;44,4087376;26,1181562
298;HIPOCRATES FIZIO CLINIC;40720071114;"[""Rehabilitation""]";STRADA DIVIZIA 9 CAVALERIE 25 TIMI?OARA 300254 ROUMANIE;;;;45,7682117;21,2367141
299;SANOVITA NICO MED;40788885705;"[""Rehabilitation""]";STRADA TUDOR VLADIMIRESCU PITE?TI ROUMANIE;;;;44,8480841;24,8882657
300;BIO ORTOCLINIC;40774627424;"[""Rehabilitation""]";BULEVARDUL TOMIS 97 CONSTAN?A 900001 ROUMANIE;;;;44,2037812;28,6215892
301;CMDTAMP - BUCURESTI;40212305923;"[""Rehabilitation""]";STRADA WASHINGTON 8-10, SECTOR 1, BUCHAREST, ROMANIA;;;;44,455429;26,090802
302;CLUB SPORTIV DINAMO;40212102250;"[""Rehabilitation""]";?OSEAUA ?TEFAN CEL MARE 7-9 BUCURE?TI ROUMANIE;;;;44,4532758;26,1040554
303;CLINICA MED SPORT;40787599926;"[""Rehabilitation""]";STRADA MAIOR ION CORAVU, BUCHAREST, ROMANIA;;;;44,4362452;26,1425813
304;CLINICA DE RECUPERARE MEDICALA SI FIZIOTERAPIE FIZIOZONE;;"[""Rehabilitation""]"; BULEVARDUL ALEXANDRU L?PU?NEANU 94, CONSTAN?A, CONSTAN?A COUNTY, ROMANIA;;;;44,1979265;28,6315236
305;LAUS PETER;;"[""Rehabilitation""]";SINT-ROCHUSSTRAAT 42, HALLE, BELGIUM;;;;50,731152;4,2398155
306;CLINICA MEDICALA FIZIOHEALTH;40748468535;"[""Rehabilitation"",""Uro & Pelvic Floor""]";INTRAREA MIHAI EMINESCU 188, BUCHAREST, ROMANIA;;;;44,446724;26,113174
307;VERGUCHT KINE SPORT;;"[""Rehabilitation""]";AUGUSTIJNENSTRAAT 16 , MECHELEN, BELGIUM;;;;51,0274752;4,4853518
308;KINE DIRK MARTENS;;"[""Rehabilitation""]";HEERDWEG, VINKT, DEINZE, BELGIUM;;;;51,0122952;3,5014915
309;ANSELME & ROCHER;33466818069;"[""Rehabilitation""]";6 ROUTE DE NÎMES, CAVEIRAC, FRANCE;;;;43,8224319;4,2665148
310;GERBER FLORIANE;33981299447;"[""Rehabilitation""]";AVENUE DU 8E REGIMENT DE HUSSARDS, ALTKIRCH, FRANCE;;;;47,6243322;7,2310286
311;ROBERT FABRICE;33466788246;"[""Rehabilitation""]";1 RUE MARCEL PROUST, ALÈS, FRANCE;;;;44,1362253;4,0954863
312;BOUR WILLIAM;33387074536;"[""Rehabilitation""]";25 ROUTE DE STRASBOURG, HEMING, FRANCE;;;;48,6952631;6,9697367
313;PAULSEN KEVIN;33466308852;"[""Rehabilitation""]";ROUTE D'ANDUZE, BOISSET-ET-GAUJAC, FRANCE;;;;44,0519;4,009732
314;PHILIBERT SEBASTIEN;33477760500;"[""Rehabilitation""]";15 RUE FRANÇOIS PAROT, SAINT-ROMAIN-LE-PUY, FRANCE;;;;45,5543937;4,1224076
315;BOURSAUX CHARLOTTE;33389736768;"[""Rehabilitation""]";75 RUE DU 3 DECEMBRE, RIBEAUVILLE, FRANCE;;;;48,1941685;7,3121517
316;GARDIN JOËLLE;33321399697;"[""Rehabilitation""]";6 RUE JEAN FAUVIAU, NIELLES-LÈS-BLEQUIN, FRANCE;;;;50,6726189;2,0345191
317;SAGE FEMME: RASCOL ANNE / COUTOULY DANIELLE / PENIN BRIGITTE / CLINIQUE - CENTRE DE CONSULTATION LA CROIX DU SUD;33561549166;"[""Uro & Pelvic Floor""]";52 BIS CHEMIN DE RIBAUTE - BP 102;;;;43,582982;1,508045
318;SANCHEZ THOMAS;33320962073;"[""Rehabilitation""]";17 PLACE DELACROIX, TEMPLEMARS, FRANCE;;;;50,5706397;3,0547893
319;LEMAIRE STEPHANE;33328400888;"[""Rehabilitation""]";17 RUE BENOÎT CORTYL, BAILLEUL, FRANCE;;;;50,7408727;2,7333031
320;SEROUART MATHIEU;33621774483;"[""Rehabilitation""]";97 BOULEVARD DE LA REPUBLIQUE, BOUCHAIN, FRANCE;;;;50,2790197;3,3232227
321;DUBUS NICOLAS;;"[""Rehabilitation""]";29 RUE PIERRE BROSSOLETTE, AUBRY-DU-HAINAUT, FRANCE;;;;50,3687313;3,4583741
322;PONCHON ANGELIQUE;33322845114;"[""Rehabilitation""]";14 RUE DES CHÂTEAUX D'EAU, PERONNE, FRANCE;;;;49,9456255;2,9386148
323;JULIEN BARET;33952255911;"[""Rehabilitation""]";179 RUE ALFRED BUTTIN;;;;45,3478226;5,50079
324;LIENARD EMMANUEL;33164034467;"[""Rehabilitation""]";1 RUE DES MOLINOTS, REBAIS, FRANCE;;;;48,846425;3,2327525
325;KINE FORME TETAERT/MOLINARO;33362659247;"[""Rehabilitation""]";3 AVENUE DESIRE DELESALLE, WASQUEHAL, FRANCE;;;;50,662484;3,123264
